2991
1.6893889E-03	3.4859509E+10
1.6898493E-03	4.2185318E+10
1.6903100E-03	4.2558605E+10
1.6907711E-03	4.2935781E+10
1.6912324E-03	4.3338240E+10
1.6916939E-03	4.3734024E+10
1.6921556E-03	4.4121793E+10
1.6926177E-03	4.4524295E+10
1.6930799E-03	4.4931087E+10
1.6935425E-03	4.5341479E+10
1.6940052E-03	4.5729855E+10
1.6944683E-03	4.6050872E+10
1.6949316E-03	4.6382442E+10
1.6953951E-03	4.6727775E+10
1.6958589E-03	4.7040675E+10
1.6963230E-03	4.7390952E+10
1.6967873E-03	4.7732411E+10
1.6972518E-03	4.8064236E+10
1.6977165E-03	4.8422796E+10
1.6981816E-03	4.8760002E+10
1.6986469E-03	4.9044774E+10
1.6991126E-03	4.9230964E+10
1.6995785E-03	4.9385350E+10
1.7000445E-03	4.9565064E+10
1.7005107E-03	4.9720524E+10
1.7009773E-03	4.9889228E+10
1.7014443E-03	5.0045836E+10
1.7019114E-03	5.0228235E+10
1.7023787E-03	5.0386262E+10
1.7028464E-03	5.0557333E+10
1.7033143E-03	5.0658580E+10
1.7037824E-03	5.0599229E+10
1.7042507E-03	5.0517370E+10
1.7047194E-03	5.0448126E+10
1.7051883E-03	5.0379007E+10
1.7056575E-03	5.0310012E+10
1.7061268E-03	5.0241016E+10
1.7065966E-03	5.0159770E+10
1.7070665E-03	5.0090973E+10
1.7075368E-03	5.0022409E+10
1.7080072E-03	4.9875450E+10
1.7084780E-03	4.9537637E+10
1.7089490E-03	4.9203143E+10
1.7094202E-03	4.8870928E+10
1.7098917E-03	4.8540527E+10
1.7103634E-03	4.8200829E+10
1.7108354E-03	4.7886802E+10
1.7113077E-03	4.7551648E+10
1.7117802E-03	4.7218509E+10
1.7122531E-03	4.6910481E+10
1.7127262E-03	4.6500308E+10
1.7131995E-03	4.5919166E+10
1.7136731E-03	4.5334363E+10
1.7141469E-03	4.4756187E+10
1.7146210E-03	4.4174610E+10
1.7150954E-03	4.3611251E+10
1.7155700E-03	4.3055158E+10
1.7160450E-03	4.2494972E+10
1.7165201E-03	4.1963059E+10
1.7169954E-03	4.1417106E+10
1.7174712E-03	4.0799927E+10
1.7179472E-03	4.0035068E+10
1.7184233E-03	3.9254589E+10
1.7188998E-03	3.8497712E+10
1.7193765E-03	3.7756257E+10
1.7198536E-03	3.7019263E+10
1.7203309E-03	3.6305294E+10
1.7208084E-03	3.5605142E+10
1.7212862E-03	3.4918501E+10
1.7217642E-03	3.4235810E+10
1.7222426E-03	3.3509880E+10
1.7227212E-03	3.2650864E+10
1.7232001E-03	3.1796838E+10
1.7236792E-03	3.0972698E+10
1.7241586E-03	3.0169695E+10
1.7246383E-03	2.9387487E+10
1.7251181E-03	2.8617792E+10
1.7255984E-03	2.7875031E+10
1.7260788E-03	2.7145814E+10
1.7265596E-03	2.6447480E+10
1.7270406E-03	2.5709614E+10
1.7275219E-03	2.4900724E+10
1.7280034E-03	2.4105405E+10
1.7284852E-03	2.3340240E+10
1.7289673E-03	2.2599405E+10
1.7294496E-03	2.1881894E+10
1.7299321E-03	2.1181870E+10
1.7304150E-03	2.0509156E+10
1.7308983E-03	1.9852345E+10
1.7313818E-03	1.9226535E+10
1.7318653E-03	1.8589845E+10
1.7323494E-03	1.7950228E+10
1.7328337E-03	1.7322031E+10
1.7333182E-03	1.6718998E+10
1.7338030E-03	1.6137613E+10
1.7342879E-03	1.5572088E+10
1.7347733E-03	1.5030454E+10
1.7352588E-03	1.4507067E+10
1.7357448E-03	1.3997993E+10
1.7362309E-03	1.3510595E+10
1.7367173E-03	1.3049930E+10
1.7372039E-03	1.2623549E+10
1.7376909E-03	1.2215525E+10
1.7381781E-03	1.1821136E+10
1.7386656E-03	1.1435679E+10
1.7391534E-03	1.1065861E+10
1.7396414E-03	1.0705443E+10
1.7401298E-03	1.0358867E+10
1.7406184E-03	1.0023503E+10
1.7411072E-03	9.6989063E+09
1.7415963E-03	9.4092267E+09
1.7420857E-03	9.1903388E+09
1.7425754E-03	8.9780853E+09
1.7430654E-03	8.7725292E+09
1.7435557E-03	8.5717382E+09
1.7440461E-03	8.3737843E+09
1.7445369E-03	8.1818027E+09
1.7450281E-03	7.9925439E+09
1.7455195E-03	7.8095279E+09
1.7460111E-03	7.6304911E+09
1.7465029E-03	7.4844431E+09
1.7469951E-03	7.4047934E+09
1.7474876E-03	7.3300923E+09
1.7479802E-03	7.2595837E+09
1.7484734E-03	7.1846359E+09
1.7489666E-03	7.1154104E+09
1.7494601E-03	7.0436235E+09
1.7499540E-03	6.9741267E+09
1.7504481E-03	6.9035843E+09
1.7509426E-03	6.8354363E+09
1.7514373E-03	6.7866781E+09
1.7519323E-03	6.7864919E+09
1.7524275E-03	6.7892607E+09
1.7529230E-03	6.7904366E+09
1.7534188E-03	6.7932027E+09
1.7539149E-03	6.7943886E+09
1.7544113E-03	6.7987681E+09
1.7549079E-03	6.7983672E+09
1.7554049E-03	6.8011585E+09
1.7559021E-03	6.8039552E+09
1.7563996E-03	6.8151358E+09
1.7568974E-03	6.8508953E+09
1.7573955E-03	6.8883041E+09
1.7578937E-03	6.9243454E+09
1.7583923E-03	6.9621929E+09
1.7588912E-03	6.9986378E+09
1.7593903E-03	7.0369200E+09
1.7598899E-03	7.0737677E+09
1.7603897E-03	7.1124768E+09
1.7608898E-03	7.1497718E+09
1.7613901E-03	7.1909132E+09
1.7618907E-03	7.2367618E+09
1.7623915E-03	7.2815042E+09
